file_name,is_blur,blur_value
2PWvshmn6wgnuOqHTcbK58N4vHR-WhatsApp Image 2023-05-08 at 11.37.52.jpeg,false,359.72940497418625
2PaXMbzf4C6svgAeOgmNk0PRr0u-IMG-20230510-WA0086.jpg,false,70.3094014971026
2PWxyMwn2pfvU31x6tVxbEesewl-WhatsApp Image 2023-05-08 at 16.46.42.jpeg,false,198.84291106142157
2PWw5AuZ5opGgFScJnpC9czHCON-WhatsApp Image 2023-05-08 at 12.06.54.jpeg,false,754.7351439992028
2PbLwBPryGHyEzsUme8dzQO38Li-WhatsApp Image 2023-05-10 at 18.22.49.jpeg,true,22.835182873479813
2PVhPcCzi7i44ErEh5CqU8Gkx22-Screenshot_20230508-191438_WhatsApp.jpg,true,17.15465419825195
2PbLvsmRjsfelffOOc3rs4uzXjM-WhatsApp Image 2023-05-10 at 18.22.48 (1).jpeg,true,20.167572343315967
2PX0RkYZGe6qmqXRCORVCFmx2gD-WhatsApp Image 2023-05-08 at 21.09.20.jpeg,false,95.48138730766041
2PbLvmr6dGuw7XcH85VUj2iib5d-WhatsApp Image 2023-05-10 at 18.22.48.jpeg,true,25.836673436618653
2Pd1iG8lpTCyz1jtSeI5gx0Hbnh-WhatsApp Image 2023-05-11 at 09.07.18.jpeg,false,496.4053111990085
2Pd4UQPzAkwUmkksdyAPwnsXEZ0-WhatsApp Image 2023-05-11 at 09.04.09.jpeg,false,651.4622037438033
2Pcz5zY6SXmeFJ9IaPJMHXSnVzd-WhatsApp Image 2023-05-11 at 08.58.11.jpeg,false,562.4971630960503
2PX0dd5PGo75vbESqUllXMnhkq6-WhatsApp Image 2023-05-08 at 21.19.16.jpeg,false,176.57589929576284
2PWwMQPMenqRVia8srPafHASv9Y-WhatsApp Image 2023-05-08 at 13.35.07.jpeg,true,35.56390327294917
2PX0RagolJmRBOHOKOM5qhcFCs1-WhatsApp Image 2023-05-08 at 21.09.19.jpeg,true,22.996308569887958
2PWyE0oxiKj07OLNgRwGk6YqbmM-WhatsApp Image 2023-05-08 at 16.44.26.jpeg,false,874.6368808366265
2PaoGsfUJavCcP1VPG2cht5rkiL-WhatsApp Image 2023-05-09 at 19.06.40 (2).jpeg,false,1141.8030831719404
2PWwnZ9UOdWWBSYlEYHd6uneLrU-WhatsApp Image 2023-05-08 at 14.15.10.jpeg,false,220.71026911171668
2Paodk9RC0j4sbGvS4gk7SkbbsO-WhatsApp Image 2023-05-09 at 19.06.40 (2).jpeg,false,1141.8030831719404
2PVhPsFC7H1oz6aoayWrSLunPaz-Screenshot_20230508-191447_WhatsApp.jpg,true,14.167724341696568
2PW9RcdB3L3vmUAMGGF7IYX3QYE-WhatsApp Image 2023-05-08 at 21.26.35.jpeg,true,27.136146324992282
2PUWM3xYE7YAjFvGiQAHlLyFEqo-IMG-20230508-WA0004.jpg,true,4.62003193702932
2PaniU1WDs48nxjBJJjTN2t6owt-WhatsApp Image 2023-05-09 at 19.06.40 (2).jpeg,false,1141.8030831719404
2Pa0i9DMawJfCUmI4X5DTgfFm2o-WhatsApp Image 2023-05-09 at 21.07.50.jpeg,false,288.2527117975661
2Pb54z0ewLuXCn7s6KCgoNU3Pyv-WhatsApp Image 2023-05-10 at 16.57.56.jpeg,true,21.090726931943966
2PYHIXDESzYUwn6LrQHmTq5tAxU-WhatsApp Image 2023-05-09 at 17.09.13.jpeg,false,160.1955167866343
2PanROzbpszDEwJashw1hFMwHeP-WhatsApp Image 2023-05-09 at 19.06.40 (2).jpeg,false,1141.8030831719404
2Pa2CWFDrjl0fR3WanCkfllk3DA-WhatsApp Image 2023-05-09 at 16.42.24.jpeg,false,148.55195460108828
2PdOQwQ0arFw44uJbH7FbB9o5t4-WhatsApp Image 2023-05-11 at 09.47.19.jpeg,true,25.699446799374996
2PdNs1nVxIzjdquuJxyYiwiDKkN-WhatsApp Image 2023-05-11 at 11.58.31 (1).jpeg,true,8.320578635399306
2PdO7noXZP1At6tcIuPiOFVRmmH-WhatsApp Image 2023-05-11 at 11.58.31 (2).jpeg,true,11.181410014099121
2PdO8RmJQOYlfoZe7VMbTzb6kRh-WhatsApp Image 2023-05-11 at 11.58.33.jpeg,true,9.842081633239747
2Pa1QIiwjnCMXsdn0usX8fFfBE8-WhatsApp Image 2023-05-09 at 15.48.54.jpeg,false,246.48865934567215
2Pa1o1WVTCQi1J2C0a5Qd7Lf5UC-WhatsApp Image 2023-05-09 at 16.15.49.jpeg,false,279.1497887155476
2PaDiKAdZCEGD5x9aIHq91HgmMt-IMG-20230510-WA0014.jpg,true,5.756897167777779
2PczJP0s1XctLworUxD1XHYKHho-WhatsApp Image 2023-05-11 at 08.56.07 (1).jpeg,false,473.76118817501265
2PdNs5jagl9jPGw43vXluqeq01M-WhatsApp Image 2023-05-11 at 11.58.31 (2).jpeg,true,11.181410014099121
2PcyazrNo8OeCQRMdRejBC5fIzE-WhatsApp Image 2023-05-11 at 08.57.17.jpeg,false,280.4524489241943
2PaXKIShmxHv2AROdVcgnDk4i3k-IMG-20230510-WA0087.jpg,false,76.09457382413086
2PdNsS4v9hEP7rwiYb9i5IUzbyI-WhatsApp Image 2023-05-11 at 11.58.33 (1).jpeg,true,6.938834119982639
2Pan68XKFrpRb8awfrrw7kj2nkX-Screenshot_2023-05-10-14-29-34-89_e0d88163d2249e3b7c5c1e20b2133dff.jpg,false,1470.5981979166668
2PdORPTSsrTqHr7pV3Mfr2dOTGS-WhatsApp Image 2023-05-11 at 09.47.20.jpeg,false,76.13073180603189
2PdO86QOJMGqIxyRYO8rEAaIndl-WhatsApp Image 2023-05-11 at 11.58.31.jpeg,true,17.309047844578995
2PdO8U3JtudjbW458k78sWAQUbL-WhatsApp Image 2023-05-11 at 11.58.32.jpeg,true,9.014325781301812
2PdO86szHSKT5878A64zQWHoJjT-WhatsApp Image 2023-05-11 at 11.58.33 (1).jpeg,true,6.938834119982639
2Pd195RUGzMMEDSvcVcI7kEWJde-WhatsApp Image 2023-05-11 at 09.02.41.jpeg,false,429.08268915193497
2Pd30fUtCuUs5wlWpdom6XY8A8P-WhatsApp Image 2023-05-11 at 09.07.37.jpeg,false,408.4087975726886
2Pd1P7XTw4MOlYVybv4Ui7c1V67-WhatsApp Image 2023-05-11 at 09.03.50.jpeg,false,175.2310034952148
2Pd3fJLC2AkMoDieQs1wbR6vgSr-WhatsApp Image 2023-05-11 at 09.04.58.jpeg,false,764.4671183124046
2Pd1ZwB20Y8FL41JPNIa7lRL1H6-WhatsApp Image 2023-05-11 at 09.04.38.jpeg,false,482.9617250835122
2Pd2qTAnlinp77YWj9hrEKz9ffE-WhatsApp Image 2023-05-11 at 09.05.38.jpeg,false,298.12210886023445
2Pd29cMDWwL5PXZSjUxnwcYKTpB-WhatsApp Image 2023-05-11 at 08.57.55.jpeg,false,515.8314961154056
2Pd2K9EMTqwJPRNoqPuVtwEq7yl-WhatsApp Image 2023-05-11 at 08.58.29.jpeg,false,596.3148978724829
2PdbfEPxHwyqA50gUy6dUAqQZU2-Driver-2023-05-11:14-26-22.jpg,false,458.73584296840033
2PdbZq7JkELQxmOnPjcHb2liPGF-Driver-2023-05-11:14-25-44.jpg,false,392.5666314362167
2Pd4AG6jbE4m3uHVIgEHbhp8LZx-WhatsApp Image 2023-05-11 at 09.07.58.jpeg,false,470.602282066348
2Pd4N9ciojymJWbsBv6Wi339AnX-WhatsApp Image 2023-05-11 at 09.02.01.jpeg,false,729.1969076466555
2Pd4t3fCOtxr3qeKRKYZPlAgey2-WhatsApp Image 2023-05-11 at 09.06.14.jpeg,false,535.1519887021575
2Pd3Q7EFR6EaY0SQpQeN7EkU8b1-WhatsApp Image 2023-05-11 at 08.59.41.jpeg,false,468.9844382529143
2Pd5NL03O5MGLwnxczJCNHOUaI4-WhatsApp Image 2023-05-11 at 09.05.21.jpeg,false,829.3203175148353
2Pd1HGQtBJvmso8Qn8yMAzaVyKC-WhatsApp Image 2023-05-11 at 09.03.27.jpeg,false,355.95957899743894
2Pd3Xu63ljtL1yxjHfkpviMeE7I-WhatsApp Image 2023-05-11 at 09.05.56.jpeg,false,454.23954444192736
2Pd2fLJZeU0YMPezJnxyJ02bSps-WhatsApp Image 2023-05-11 at 09.06.34.jpeg,false,504.53874665222725
2Pd3HY7zbAkaI3Cym7wxGa1HJZQ-WhatsApp Image 2023-05-11 at 08.59.13.jpeg,false,629.1868956328592
2Pddl0pEMkWR4h7RDfaIrRLF6PK-Screenshot_20230511-144259_WhatsApp.jpg,false,1456.1393628249414
2Pcxvf5I7oNJb11dhkkdF5gksfq-WhatsApp Image 2023-05-11 at 08.56.53.jpeg,false,396.5657870844988
2ParMGPrJShrAddaTc2B8HdCS9Z-IMG-20230510-WA0005.jpeg,false,46.689994693238816
2PUtTdLsM2rTSwXxQigY7JR30ZV-WhatsApp Image 2023-05-08 at 12.10.49.jpeg,false,379.6239102855371
2PYKLB6ioradxZi2ziThoV7L60u-WhatsApp Image 2023-05-09 at 17.29.44.jpeg,true,6.234020566106771
2PaolBa5klKsuRK4sETgDamA1MP-WhatsApp Image 2023-05-09 at 19.06.40 (2).jpeg,false,1141.8030831719404
2Pb4TdEhK0RswGyFsRpI6EG4S03-WhatsApp Image 2023-05-10 at 16.50.44.jpeg,false,159.20596662331562
2PakEwXUkHmreWfQ1m3OqunuPbH-WhatsApp Image 2023-05-09 at 21.16.06.jpeg,false,104.77385971928821
2Pa1zpgDPSQdU94Qk9PwcDtvSH8-WhatsApp Image 2023-05-09 at 16.44.57.jpeg,false,376.7300721048444
2PY6QcRYCtzsojsRsaZkHvIuEoH-WhatsApp Image 2023-05-09 at 15.38.34.jpeg,false,104.7725330260024
2Pa1bhzox2f7frST4yyNETajZQD-WhatsApp Image 2023-05-09 at 15.54.19.jpeg,false,510.21503401336645
2PXuDEs44Gwfj94Ial8o3KUBe7y-WhatsApp Image 2023-05-09 at 13.53.05.jpeg,false,432.58058254720083
2PXu00dRZEj1U9j6ZIalz75fdwj-WhatsApp Image 2023-05-09 at 13.51.51 (1).jpeg,false,316.5467435661965
2PdNslfbNl30dE7rWqyRiTcImFm-WhatsApp Image 2023-05-11 at 11.58.32.jpeg,true,9.014325781301812
2Pd2UTHScf10El4DS8tUoyXP22t-WhatsApp Image 2023-05-11 at 08.58.51.jpeg,false,604.1302493666659
2PamuM1lP7Ll0869xqgvHIB7rRc-WhatsApp Image 2023-05-09 at 19.06.40 (2).jpeg,false,1141.8030831719404
2PaZ8MPBO7hYkmvjZ2MNyWnEmqG-IMG_20230510_123458.jpg,true,25.926025955085862
2PdNsXbefBC2irLmIFBfmhGseIR-WhatsApp Image 2023-05-11 at 11.58.33.jpeg,true,9.842081633239747
2PdO7hE18austtygECpfvk2H0zp-WhatsApp Image 2023-05-11 at 11.58.31 (1).jpeg,true,8.320578635399306
2PcyAR8CSOovDazxHXiVHdooorp-WhatsApp Image 2023-05-11 at 08.56.28.jpeg,false,597.1863046600653
2PaoGtfXIaSlaDRbVJq2hk1tIz4-WhatsApp Image 2023-05-09 at 19.06.42 (1).jpeg,true,35.2756302035369
2PddkxWMDXPg5j3tcBicnPV6eME-Screenshot_20230511-144234_WhatsApp.jpg,false,1158.1370044608293
2Pazqqh1Rn8o3vwDEVkucPVtGk0-IMG-20230510-WA0013.jpg,false,97.51793473263453
2PWxGnszLPWlBSzzn1XXfu2wAFa-WhatsApp Image 2023-05-08 at 15.56.35.jpeg,false,292.90877943515255
2PYFBTWYbZ2xOGTxcKCOvWgHNPu-WhatsApp Image 2023-05-09 at 16.40.31.jpeg,true,9.142165204399872
2PXiZFVg6hj4Wq9V3YuXYYjIES1-WhatsApp Image 2023-05-09 at 12.22.05.jpeg,false,559.2853199423569
2PXwNUwEPVW1yjHlI6I7Evz5Ppo-WhatsApp Image 2023-05-09 at 12.48.17.jpeg,false,1006.2296069149317
2PYFwUrCFNGojWt5SEbZzYh8eco-WhatsApp Image 2023-05-09 at 16.53.29 (1).jpeg,false,47.04743396308349
2PYKL8mEJH3GDtAxiziFd4pTb4H-WhatsApp Image 2023-05-09 at 17.29.43.jpeg,false,44.69618851699027
2PYKLzDgMeoEh0JcpBgpvxJ2Mte-WhatsApp Image 2023-05-09 at 17.29.46.jpeg,true,23.024974572065968
2PUmnyEsEohjNhWolY3PaWYhC9H-IMG20230508112801.jpg,false,103.5151949814903
2PUmnpZQZsZ5RbbklwQmjp0xjPl-IMG20230505071431.jpg,true,6.47729184667076
2PYFw8GEzwi3rQmqdpMaOwMJxca-WhatsApp Image 2023-05-09 at 16.53.29.jpeg,false,150.70074144986953
2PYFwpW9ZphyRVk3DMPFz6MmF8l-WhatsApp Image 2023-05-09 at 16.53.31.jpeg,false,82.57593866684871
2PVvLjDulchtY7Gv95YEPAFiZPC-WhatsApp Image 2023-05-08 at 19.59.02.jpeg,false,62.63870573828098
2PaodkaS9t2QR89KbXzisr6C5sd-WhatsApp Image 2023-05-09 at 19.06.42 (1).jpeg,true,35.2756302035369
2Pb04n2BsW2J0b07Lc0E5rLq1Nj-WhatsApp Image 2023-05-10 at 16.06.48.jpeg,false,63.06262892649257
2PaGFuYVpz68M9MU5FNf6ASrKyt-WhatsApp Image 2023-05-09 at 17.38.54.jpeg,false,231.8198098123606
2Pb045YeNUpWQ4Un5bhMUY9CqtK-WhatsApp Image 2023-05-10 at 16.05.25.jpeg,false,117.50499581586372
2PW9kD4lPSmWiyVhOohBxTOkzjK-WhatsApp Image 2023-05-08 at 21.26.49.jpeg,false,49.28358873765433
2PXwD9n4LBcX0sncuUw8NmyqGfI-WhatsApp Image 2023-05-09 at 14.14.48.jpeg,false,395.74089015552823
2PbJFFhkXyGGjBKFFf204RzgeFF-IMG_20230510_185521.jpg,false,92.39643169056173
2PattdSt6QbzcCkLgPB0ZzV31CP-IMG-20230510-WA0009.jpg,false,512.0486872005479
2Pai0EDHPxzLz5w54pxpoRPSQ2V-IMG_20230510_134617.jpg,false,76.75523145359527
2PddlS0fjOtWsLT1TKxxMiphmR8-Screenshot_20230511-144242_WhatsApp.jpg,false,1700.0677405273973
2PanDyFLYzXoAiwz4AjbZwR76cw-IMG_20230510_142911.jpg,false,141.38574007689022
2Pd4m0zcU8qfo1E2LLmEPI9hA1v-WhatsApp Image 2023-05-11 at 09.07.01.jpeg,false,786.8144316281565
2PY8Uz5dmwnPioTxhGl4Lj6YZpP-Screenshot_20230509-155543_WhatsApp.jpg,false,2273.5115462369627
2PXxI9fcaDj4jEwcNYqncdzLh9p-IMG-20230509-WA0021.jpg,false,157.2414880000974
2PakaToejK21jiu8L6vQ4dOCELM-IMG-20230509-WA0031.jpg,false,51.23031239972223
2PakbEkWbQyEskSSPAMuoEIgDiH-IMG-20230510-WA0036.jpg,false,56.025336545030385
2Pa3HKb5pBeHtib2XG4B5lB2F9E-Driver-2023-05-10:08-14-22.jpg,false,58.0838233159177
2Pb0qyMgVcZkXNLTV4akonXQ36d-IMG-20230510-WA0015.jpg,false,242.92294646971018
2PahuFqK6dKhAtyoGBL3EWTAKMc-IMG_20230510_134313.jpg,false,1664.3633566315107
2Pddl3NpijCO2BHKKKAjTKgC3u6-Screenshot_20230511-144252_WhatsApp.jpg,false,1948.4233649760802
2PaFZyrkrbTQdJ8cASzDSYh95nS-IMG_20230510_093913.jpg,false,618.5619431315049
2PaniMpc5B4GmdX3bkTjwerNdLo-WhatsApp Image 2023-05-09 at 19.06.42 (1).jpeg,true,35.2756302035369
2PanRJBynBPNuEzWj6l9jwbU27A-WhatsApp Image 2023-05-09 at 19.06.41.jpeg,false,495.94412375628986
2Paodiq5WLHLxN3Kjz5v7kUdrF5-WhatsApp Image 2023-05-09 at 19.06.41 (1).jpeg,false,755.1004226873907
2PaoGlYsKiPhfxcQHl5pfqMueBG-WhatsApp Image 2023-05-09 at 19.06.42 (2).jpeg,false,222.19507121858638
2Paol7ouEVPVAvhmMScqfjabj2d-WhatsApp Image 2023-05-09 at 19.06.42.jpeg,false,974.6673094297955
2PaniMeeF8mK62d79ISvGA06wEH-WhatsApp Image 2023-05-09 at 19.06.42 (2).jpeg,false,222.19507121858638
2PaniMpQgs3sj0wyG3dIMge2vRX-WhatsApp Image 2023-05-09 at 19.06.41 (1).jpeg,false,755.1004226873907
2PaoSdDLymP6MiHo2FCe6AygXp1-WhatsApp Image 2023-05-09 at 19.06.42 (1).jpeg,true,35.2756302035369
2PaoSirr657Mn2eBOip1ZS73p3L-WhatsApp Image 2023-05-09 at 19.06.42.jpeg,false,974.6673094297955
2PaodhWWPyUWCikMnnJgGpBcqKK-WhatsApp Image 2023-05-09 at 19.06.40 (3).jpeg,false,228.342253225656
2PaoSej7xl6ALc2nbgPyVm1nYSy-WhatsApp Image 2023-05-09 at 19.06.43.jpeg,false,142.60823098607457
2Paol90FakbSaVkO3s7NFmLkpkj-WhatsApp Image 2023-05-09 at 19.06.41.jpeg,false,495.94412375628986
2PaolBePeifPBdT1Uvio6L3YQO9-WhatsApp Image 2023-05-09 at 19.06.42 (1).jpeg,true,35.2756302035369
2PaoGrkEZMTx66DKeUabgrsSnyS-WhatsApp Image 2023-05-09 at 19.06.41.jpeg,false,495.94412375628986
2PaoGoqGU5Epg4LtnRXhdXltzI6-WhatsApp Image 2023-05-09 at 19.06.40 (3).jpeg,false,228.342253225656
2PdLKEBJKlvi3Ed6omobeLFG6lw-10 mei 2023_page-0001.jpg,false,719.6580937027102
2PUmnlDnDSaW9kj5UzQybTBkdaX-IMG20230508112819.jpg,false,132.36197206078552
2PalaQMBfWaKDnyXKA6JOHExead-IMG-20230510-WA0037.jpg,true,7.217974338680004
2Pb1PO0JW0tdKpe5YerAU2Wd588-Screenshot_20230510-162757_WhatsApp.jpg,false,3045.361770051841
2PYKMNMwWyA1eQf6VpEQOL0velt-WhatsApp Image 2023-05-09 at 17.29.47.jpeg,true,10.13599713054784
2PYKLaKJdforcBZzuEjDkLSbAaY-WhatsApp Image 2023-05-09 at 17.29.45.jpeg,true,28.018601628645357
2PYKLxrRrdIjfPii3rOSsw5zK7B-WhatsApp Image 2023-05-09 at 17.29.48.jpeg,false,59.17367300091822
2PYFBt9c5HmOmz3cwzuWT8YCvid-WhatsApp Image 2023-05-09 at 16.40.32 (1).jpeg,true,31.049923741039844
2PVciAFfohmHfyiURXtsqZFSJaq-WhatsApp Image 2023-05-08 at 16.34.29.jpeg,true,4.910830351803628
2PUmnsTVXBh9jVOqsqUN7mGH026-IMG20230508112827.jpg,false,84.18927675690415
2PamuCa87NxfcW9MIkXSVZ0JJ32-WhatsApp Image 2023-05-09 at 19.06.42 (1).jpeg,true,35.2756302035369
2PXkkWQHcbvpBhM52z432jjivVE-Driver-2023-05-09:12-42-23.jpg,false,250.1753693444401
2PVvM5c8GeNtLldwf2hQCRIlttU-WhatsApp Image 2023-05-08 at 19.59.02 (1).jpeg,false,53.05335572772108
2PaodiBvFmup1ewE2KnN6VCFxDv-WhatsApp Image 2023-05-09 at 19.06.41.jpeg,false,495.94412375628986
2PWxhAYzrsXNn2RSc7hYD5zgDVR-WhatsApp Image 2023-05-08 at 15.54.33.jpeg,false,409.77538117506367
2PYFBo1g4ZfTmUjRDaR3ttmsfcB-WhatsApp Image 2023-05-09 at 16.40.32.jpeg,false,80.92025366413178
2PXw9GoMPJmIBeNn8MtUBYUtXY1-Driver-2023-05-09:14-15-53.jpg,false,94.50510490586346
2PYFC4N5GJ0GfjislOPNa2Wo8fJ-WhatsApp Image 2023-05-09 at 16.40.58.jpeg,true,14.434108972429877
2PaoShitbsOsT8Hx8T5xHslyPfq-WhatsApp Image 2023-05-09 at 19.06.41 (1).jpeg,false,755.1004226873907
2PaoSheuwB2u2oUyU4hGHZj9ARD-WhatsApp Image 2023-05-09 at 19.06.40 (3).jpeg,false,228.342253225656
2PYEkRPcdAiiQxvT8kOqiuTk9NJ-IMG_20230509_164817.jpg,false,283.6308033453389
2PYKLZB9ahrtbEN04KU74PioCYj-WhatsApp Image 2023-05-09 at 17.29.45 (1).jpeg,false,43.0129497725111
2PanRII9TxnBDyXBRXRpgQx4xYs-WhatsApp Image 2023-05-09 at 19.06.42 (1).jpeg,true,35.2756302035369
2PahACosNnStNI54C9jlhCOiZtC-WhatsApp Image 2023-05-10 at 13.21.17.jpeg,false,1115.101284765401
2PamuLIJESUuBbwPqRpeIfmiw8M-WhatsApp Image 2023-05-09 at 19.06.41.jpeg,false,495.94412375628986
2Pa3EHe09MnnQmZ98rcbRS2mB5s-Driver-2023-05-10:08-14-01.jpg,false,105.07672259673501
2PUmnvpJ9vpu6SfA6nRv14GFQpI-IMG20230508112813.jpg,false,126.7919102674818
2PVvLEVcfCkVvtO9OzZiksHmqM3-WhatsApp Image 2023-05-08 at 20.05.06.jpeg,true,36.66144103746718
2PYFw2rKhAqkkaAB415wH6ByXrX-WhatsApp Image 2023-05-09 at 16.18.34.jpeg,false,172.45493748936522
2PaoSeOJng9WcXU6TukXhRcDDl3-WhatsApp Image 2023-05-09 at 19.06.41.jpeg,false,495.94412375628986
2PUmntoVhrPOaV7qk2kmsgLgifI-IMG20230508112807.jpg,false,98.64369716773882
2PaRZrC4HPrqsyZAMvYd2X3mNex-Driver-2023-05-10:11-33-53.jpg,false,257.7443374951292
2PYFwYfaYb6oAFClcGZPr8a3nYd-WhatsApp Image 2023-05-09 at 16.53.30.jpeg,false,172.45493748936522
2PUstkT4mQDd8RT48RjV6kb23fB-IMG_20230508_121741.jpg,true,26.816989963252322
2PVvKbeIqLLpISzWIclOTfft5fq-WhatsApp Image 2023-05-08 at 20.04.10.jpeg,false,49.32227009356664
2PVvL1LIGTWLP8mRgqGkplJfSzU-WhatsApp Image 2023-05-08 at 20.04.10 (1).jpeg,false,112.059296888919
2Pah1r3Son8S5pWeFOBzM4TcXvU-WhatsApp Image 2023-05-10 at 13.21.17.jpeg,false,1115.101284765401
2Pahp9LbRp9akd67nZTofLtbOtJ-WhatsApp Image 2023-05-10 at 13.21.17.jpeg,false,1115.101284765401
2PagnOllMXI6kyBJf7fnOJibYHL-WhatsApp Image 2023-05-10 at 13.21.17.jpeg,false,1115.101284765401
2PalzWantuUXKuzUT65Oo7kZuZ4-IMG20230510142009.jpg,false,319.7495261514321
2PaVzoD3eS2ILnOo8517S3c5gkq-IMG-20230510-WA0004.jpeg,false,590.6780042354741
2PbPKv5RDjYGFYTcVZwsPg8JcTh-IMG_20230510_194507.jpg,false,140.86685530297942
2PaXLRWQQo9VVS5qFT8c21SOiQw-IMG-20230510-WA0088.jpg,false,956.5322508138671
2Pb4RD61vtzSUj6zMjeqcTmeCFN-IMG-20230510-WA0017.jpg,false,271.68271234266933
2PcAjwCx3z74ZDxenAYHp1sX8Ge-IMG_20230511_021347.jpg,false,47.046772165143864
2PahlOGp5ToqZpNONUxv8nJmUJQ-IMG20230510134420.jpg,false,369.91901104475886
2Pb1fS7Ve7TTSMD2tIFgltflbwT-IMG20230510162804.jpg,false,1655.2190657361004
2Pax84GaWuMKHB2uYeHI3QyDVmk-Screenshot_2023-05-10-15-51-33-92_e2d5b3f32b79de1d45acd1fad96fbb0f.jpg,false,3020.700504746193
2Pb6xbTIMXurbeyixjKzT1ARnVX-Screenshot_20230510-171305_Samsung Notes.jpg,false,3889.528444181417
2PalCqWZ6a2AAUxGmOlFEKaOwlS-IMG_20230510_140922.jpg,false,1141.3661015008274
2PazbDx7OjpEsK5Ks2he2Y1bLnI-Screenshot_2023-05-10-16-10-32-25_c37d74246d9c81aa0bb824b57eaf7062.jpg,false,5090.139640743029
2PagbojGpdbYVuI5gClSarHR81f-IMG_20230510_133426.jpg,false,368.0120446922865
2PXti5Nli45cImHF56PyBD6SgwQ-IMG_20230509_135314.jpg,false,2071.9614161674185
